2018-05-23 13:53:16 INFO  Car - Speed:   0.0; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   0.7; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   0.7; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   0.7; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   0.8; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   0.8; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   0.8; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   0.9; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   0.9; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   0.9; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   1.0; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   1.0; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   1.0; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   1.1; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   1.1; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   1.1; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   1.2; Angle:   0.0; Position:   1,1; Key:  5; Health: 1000.0; Tile: START
2018-05-23 13:53:17 INFO  Car - Speed:   1.2; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.2; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.3; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.3; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.3; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.4; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.5; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.5; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.5; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.6; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.6; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.6; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:17 INFO  Car - Speed:   1.7; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   1.7; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   1.7; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   1.8; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   1.8; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   1.8; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   1.9; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   1.9; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   1.9; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.0; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.0; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.0; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.1; Angle:   0.0; Position:   2,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.1; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.1; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.2; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.2; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.2; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.3; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.3; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.3; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.4; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.4; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.4; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.5; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.5; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.5; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.6; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.6; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.6; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.7; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.7; Angle:   0.0; Position:   3,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.7; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.8; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.8; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.8; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.9; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.9; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   2.9; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   3.0; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   3.0; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   3.0; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   3.1; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   3.1; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   3.1; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:18 INFO  Car - Speed:   3.2; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:19 INFO  Car - Speed:   3.2; Angle:   0.0; Position:   4,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:19 INFO  Car - Speed:   3.2; Angle:   0.0; Position:   5,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:19 INFO  Car - Speed:   3.3; Angle:   0.0; Position:   5,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:19 INFO  Car - Speed:   3.3; Angle:   0.0; Position:   5,1; Key:  5; Health: 1000.0; Tile: ROAD
2018-05-23 13:53:19 INFO  Car - Speed:   3.3; Angle:   0.0; Position:   5,1; Key:  5; Health: 1000.0; Tile: ROAD
